eo_number,document_number,relation,target_eo_number,target_type,target_label,in_part,source,source_quote,quote_trimmed
13286,03-5343,amends,12870,executive_order,EO 12870,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,12906,executive_order,EO 12906,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,12919,executive_order,EO 12919,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,12977,executive_order,EO 12977,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,12978,executive_order,EO 12978,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,12982,executive_order,EO 12982,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,12985,executive_order,EO 12985,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,12989,executive_order,EO 12989,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13011,executive_order,EO 13011,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13076,executive_order,EO 13076,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13100,executive_order,EO 13100,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13112,executive_order,EO 13112,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13120,executive_order,EO 13120,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13133,executive_order,EO 13133,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13154,executive_order,EO 13154,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13165,executive_order,EO 13165,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13212,executive_order,EO 13212,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13223,executive_order,EO 13223,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13228,executive_order,EO 13228,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13231,executive_order,EO 13231,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13254,executive_order,EO 13254,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13257,executive_order,EO 13257,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13260,executive_order,EO 13260,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13271,executive_order,EO 13271,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13274,executive_order,EO 13274,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,amends,13276,executive_order,EO 13276,0,fr_disposition_notes,"Amends: EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 1",0
13286,03-5343,references,13130,executive_order,EO 13130,0,fr_disposition_notes,"See: EO 13130, July 14, 1999; EO 13284, January 23, 2003; Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); EO 13362, November 29, 2004; EO 13373, March 10, 2005; Notice of September 8, 2005 (70 FR 54229); EO 14131, December 20, 2024",0
13286,03-5343,references,13284,executive_order,EO 13284,0,fr_disposition_notes,"See: EO 13130, July 14, 1999; EO 13284, January 23, 2003; Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); EO 13362, November 29, 2004; EO 13373, March 10, 2005; Notice of September 8, 2005 (70 FR 54229); EO 14131, December 20, 2024",0
13286,03-5343,references,,notice,"Notice of September 10, 2003",0,fr_disposition_notes,"See: EO 13130, July 14, 1999; EO 13284, January 23, 2003; Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); EO 13362, November 29, 2004; EO 13373, March 10, 2005; Notice of September 8, 2005 (70 FR 54229); EO 14131, December 20, 2024",0
13286,03-5343,references,,notice,"Notice of September 10, 2004",0,fr_disposition_notes,"See: EO 13130, July 14, 1999; EO 13284, January 23, 2003; Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); EO 13362, November 29, 2004; EO 13373, March 10, 2005; Notice of September 8, 2005 (70 FR 54229); EO 14131, December 20, 2024",0
13286,03-5343,references,13362,executive_order,EO 13362,0,fr_disposition_notes,"See: EO 13130, July 14, 1999; EO 13284, January 23, 2003; Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); EO 13362, November 29, 2004; EO 13373, March 10, 2005; Notice of September 8, 2005 (70 FR 54229); EO 14131, December 20, 2024",0
13286,03-5343,references,13373,executive_order,EO 13373,0,fr_disposition_notes,"See: EO 13130, July 14, 1999; EO 13284, January 23, 2003; Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); EO 13362, November 29, 2004; EO 13373, March 10, 2005; Notice of September 8, 2005 (70 FR 54229); EO 14131, December 20, 2024",0
13286,03-5343,references,,notice,"Notice of September 8, 2005",0,fr_disposition_notes,"See: EO 13130, July 14, 1999; EO 13284, January 23, 2003; Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); EO 13362, November 29, 2004; EO 13373, March 10, 2005; Notice of September 8, 2005 (70 FR 54229); EO 14131, December 20, 2024",0
13286,03-5343,references,14131,executive_order,EO 14131,0,fr_disposition_notes,"See: EO 13130, July 14, 1999; EO 13284, January 23, 2003; Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); EO 13362, November 29, 2004; EO 13373, March 10, 2005; Notice of September 8, 2005 (70 FR 54229); EO 14131, December 20, 2024",0
13286,03-5343,revokes,13260,executive_order,Executive Order 13260,0,model,"Executive Order 13260 of March 19, 2002, is hereby revoked effective as of March 31, 2003.",0
13286,03-5343,revokes,13260,executive_order,EO 13260,0,fr_disposition_notes,"Revokes: EO 13260, March 19, 2002 eff. March 31, 2002",0
13287,03-05344,continues,,,Advisory Council on Historic Preservation,0,model,"the Council, in consultation with the Secretary, shall, by September 30, 2003, prepare advisory guidelines …",0
13287,03-05344,continues,,,Advisory Council on Historic Preservation,0,model,"By March 31, 2004, the Council shall submit to the President and the heads of agencies recommendations …",0
13288,03-5848,amended_by,13391,executive_order,EO 13391,0,fr_disposition_notes,"Amended by: EO 13391, November 22, 2005;",0
13288,03-5848,references,,notice,"Notice of March 2, 2004",0,fr_disposition_notes,"See: Notice of March 2, 2004; Notice of March 2, 2005; Notice of February 27, 2006; Notice of February 28, 2007; Notice of March 4, 2008; EO 13469, July 25, 2008; Notice of March 3, 2009; Notice of March 1, 2010",0
13288,03-5848,references,,notice,"Notice of March 2, 2005",0,fr_disposition_notes,"See: Notice of March 2, 2004; Notice of March 2, 2005; Notice of February 27, 2006; Notice of February 28, 2007; Notice of March 4, 2008; EO 13469, July 25, 2008; Notice of March 3, 2009; Notice of March 1, 2010",0
13288,03-5848,references,,notice,"Notice of February 27, 2006",0,fr_disposition_notes,"See: Notice of March 2, 2004; Notice of March 2, 2005; Notice of February 27, 2006; Notice of February 28, 2007; Notice of March 4, 2008; EO 13469, July 25, 2008; Notice of March 3, 2009; Notice of March 1, 2010",0
13288,03-5848,references,,notice,"Notice of February 28, 2007",0,fr_disposition_notes,"See: Notice of March 2, 2004; Notice of March 2, 2005; Notice of February 27, 2006; Notice of February 28, 2007; Notice of March 4, 2008; EO 13469, July 25, 2008; Notice of March 3, 2009; Notice of March 1, 2010",0
13288,03-5848,references,,notice,"Notice of March 4, 2008",0,fr_disposition_notes,"See: Notice of March 2, 2004; Notice of March 2, 2005; Notice of February 27, 2006; Notice of February 28, 2007; Notice of March 4, 2008; EO 13469, July 25, 2008; Notice of March 3, 2009; Notice of March 1, 2010",0
13288,03-5848,references,13469,executive_order,EO 13469,0,fr_disposition_notes,"See: Notice of March 2, 2004; Notice of March 2, 2005; Notice of February 27, 2006; Notice of February 28, 2007; Notice of March 4, 2008; EO 13469, July 25, 2008; Notice of March 3, 2009; Notice of March 1, 2010",0
13288,03-5848,references,,notice,"Notice of March 3, 2009",0,fr_disposition_notes,"See: Notice of March 2, 2004; Notice of March 2, 2005; Notice of February 27, 2006; Notice of February 28, 2007; Notice of March 4, 2008; EO 13469, July 25, 2008; Notice of March 3, 2009; Notice of March 1, 2010",0
13288,03-5848,references,,notice,"Notice of March 1, 2010",0,fr_disposition_notes,"See: Notice of March 2, 2004; Notice of March 2, 2005; Notice of February 27, 2006; Notice of February 28, 2007; Notice of March 4, 2008; EO 13469, July 25, 2008; Notice of March 3, 2009; Notice of March 1, 2010",0
13288,03-5848,revoked_by,14118,executive_order,EO 14118,0,fr_disposition_notes,"Revoked by: EO 14118, March 4, 2024",0
13288,03-5848,superseded_by,13391,executive_order,EO 13391,1,fr_disposition_notes,"Superseded in part by: EO 13391, November 22, 2005;",0
13289,03-6445,references,10977,executive_order,EO 10977,0,fr_disposition_notes,"See: EO 10977, December 4, 1961; EO 12985, January 11, 1996; EO 13363, November 29, 2004;  EO 13723, March 30, 2016",0
13289,03-6445,references,12985,executive_order,EO 12985,0,fr_disposition_notes,"See: EO 10977, December 4, 1961; EO 12985, January 11, 1996; EO 13363, November 29, 2004;  EO 13723, March 30, 2016",0
13289,03-6445,references,13363,executive_order,EO 13363,0,fr_disposition_notes,"See: EO 10977, December 4, 1961; EO 12985, January 11, 1996; EO 13363, November 29, 2004;  EO 13723, March 30, 2016",0
13289,03-6445,references,13723,executive_order,EO 13723,0,fr_disposition_notes,"See: EO 10977, December 4, 1961; EO 12985, January 11, 1996; EO 13363, November 29, 2004;  EO 13723, March 30, 2016",0
13290,03-7160,amended_by,13350,executive_order,EO 13350,0,fr_disposition_notes,"Amended by: EO 13350, July 29, 2004",0
13290,03-7160,references,12722,executive_order,Executive Order 12722,0,model,"in order to take additional steps with respect to the national emergency declared in Executive Order 12722 of August 2, 1990",0
13290,03-7160,references,,notice,"Notice of May 9, 2022",0,fr_disposition_notes,"See: Notice of May 9, 2022, 87 FR 29021; EO 13303, May 22, 2003; Notice of July 31, 2003, 68 FR 45739; Notice of May 19, 2005, 70 FR 29435",0
13290,03-7160,references,13303,executive_order,EO 13303,0,fr_disposition_notes,"See: Notice of May 9, 2022, 87 FR 29021; EO 13303, May 22, 2003; Notice of July 31, 2003, 68 FR 45739; Notice of May 19, 2005, 70 FR 29435",0
13290,03-7160,references,,notice,"Notice of July 31, 2003",0,fr_disposition_notes,"See: Notice of May 9, 2022, 87 FR 29021; EO 13303, May 22, 2003; Notice of July 31, 2003, 68 FR 45739; Notice of May 19, 2005, 70 FR 29435",0
13290,03-7160,references,,notice,"Notice of May 19, 2005",0,fr_disposition_notes,"See: Notice of May 9, 2022, 87 FR 29021; EO 13303, May 22, 2003; Notice of July 31, 2003, 68 FR 45739; Notice of May 19, 2005, 70 FR 29435",0
13291,03-7313,amends,13282,executive_order,EO 13282,0,fr_disposition_notes,"Amends: EO 13282, December 31, 2002;;
 ;",0
13291,03-7313,references,13322,executive_order,EO 13322,0,fr_disposition_notes,"See: EO 13322, December 30, 2003",0
13292,03-7736,amends,12958,executive_order,Executive Order 12958,0,model,it is hereby ordered that Executive Order 12958 is amended to read as follows:,0
13292,03-7736,amends,12958,executive_order,EO 12958,0,fr_disposition_notes,"Amends: EO 12958, April 17, 1995;;
 ;",0
13292,03-7736,references,12356,executive_order,Executive Order 12356,0,model,"Executive Order 12356 of April 6, 1982, was revoked as of October 14, 1995.",0
13292,03-7736,references,12356,executive_order,EO 12356,0,fr_disposition_notes,"See: EO 12356, April 6, 1982",0
13292,03-7736,revoked_by,13526,executive_order,EO 13526,0,fr_disposition_notes,"Revoked by: EO 13526, December 29, 2009;;
 ;",0
13293,03-8108,amends,10448,executive_order,Executive Order 10448,0,model,"it is hereby ordered that Executive Order 10448 of April 22, 1953, as amended, is further amended:",0
13293,03-8108,amends,10448,executive_order,Executive Order 10448,0,model,by inserting “or service in good standing in the Selected Reserve of the Armed Forces” after “active military service” each place it appears;,0
13293,03-8108,amends,10448,executive_order,Executive Order 10448,0,model,by striking “additional period of active duty” and inserting in lieu thereof “additional period.”,0
13293,03-8108,amends,10448,executive_order,EO 10448,0,fr_disposition_notes,"Amends: EO 10448, April 22, 1953;;
 ;",0
13293,03-8108,references,12776,executive_order,Executive Order 12776,0,model,Nothing in this order shall be construed to impair or otherwise affect the exercise of authority granted by Executive Order 12776,0
13293,03-8108,references,12776,executive_order,EO 12776,0,fr_disposition_notes,"See: EO 12776, October 8, 1991",0
13294,03-8109,continues,,,continuation_of_consultation_provision,0,model,The Secretaries shall consult each other in the exercise of such authority to ensure similar treatment for similarly situated members of the uniformed services unless the needs of their respective uniformed services require differing treatment.,0
13294,03-8109,revokes,11157,executive_order,Executive Order 11157,0,model,"Executive Order 11157 of June 22, 1964, as amended, and Executive Order 11800 of August 17, 1974, as amended, are hereby revoked.",0
13294,03-8109,revokes,11800,executive_order,Executive Order 11800,0,model,"Executive Order 11157 of June 22, 1964, as amended, and Executive Order 11800 of August 17, 1974, as amended, are hereby revoked.",0
13294,03-8109,revokes,11157,executive_order,EO 11157,0,fr_disposition_notes,"Revokes: EO 11157, June 22, 1964; EO 11800, August 17, 1974",0
13294,03-8109,revokes,11800,executive_order,EO 11800,0,fr_disposition_notes,"Revokes: EO 11157, June 22, 1964; EO 11800, August 17, 1974",0
13295,03-8832,amended_by,13375,executive_order,EO 13375,0,fr_disposition_notes,"Amended by: EO 13375, April 1, 2005; EO 14047, September 17, 2021",0
13295,03-8832,amended_by,14047,executive_order,EO 14047,0,fr_disposition_notes,"Amended by: EO 13375, April 1, 2005; EO 14047, September 17, 2021",0
13295,03-8832,revokes,12452,executive_order,Executive Order 12452,0,model,"Executive Order 12452 of December 22, 1983, is hereby revoked.",0
13295,03-8832,revokes,12452,executive_order,EO 12452,0,fr_disposition_notes,"Revokes: EO 12452, December 22, 1983",0
13296,03-10194,amends,13045,executive_order,Subsection 3‑303(o),0,model,Subsection 3-303(o) is amended by striking ``Assistant to the President and''.,0
13296,03-10194,amends,13045,executive_order,Section 3‑305 (a),0,model,"striking ``cabinet agencies and other agencies identified'' and inserting in lieu thereof ``executive departments, the Environmental Protection Agency, and other agencies identified''",0
13296,03-10194,amends,13045,executive_order,Section 3‑305 (b),0,model,Each report shall also detail the accomplishments of the Task Force from the date of the preceding report.,0
13296,03-10194,amends,13045,executive_order,Section 3‑306 (a),0,model,striking ``6 years'' and inserting in lieu thereof ``8 years'',0
13296,03-10194,amends,13045,executive_order,Section 3‑306 (b),0,model,striking the second sentence.,0
13296,03-10194,amends,13045,executive_order,Section 6‑601,0,model,deleting ``an annual'' and inserting ``a biennial'',0
13296,03-10194,amends,13045,executive_order,Section 6‑603,0,model,deleting ``submitted annually'' and inserting ``published biennially'',0
13296,03-10194,amends,13045,executive_order,Section 7‑703 (new),0,model,"Nothing in this order shall be construed to impair or otherwise affect the functions of the Director of the Office of Management and Budget relating to budget, administrative, or legislative proposals.",0
13296,03-10194,amends,13045,executive_order,EO 13045,0,fr_disposition_notes,"Amends: EO 13045, April 21, 1997",0
13297,03-10606,references,,,"Public Law 106‑571, Section 3(a)",0,model,"Section 3(a) of Public Law 106-571 to provide that any amount received under section 5948 of title 5, United States Code (physicians comparability allowance), be included in the definition of basic pay;",0
13297,03-10606,references,,,"Public Law 106‑571, Section 3(b)",0,model,Section 3(b) of Public Law 106-571 to provide for the inclusion of the physicians comparability allowance in the computation of an annuity under the same rules that apply with respect to the Civil Service Retirement System.,0
13297,03-10606,references,,,"Public Law 106‑571, Section 3(c)",0,model,Section 3(c) of Public Law 106-571 to provide for the inclusion of the physicians comparability allowance in the computation of an annuity under the same rules that apply with respect to the Federal Employees Retirement System.,0
13298,03-11713,revokes,12865,executive_order,Executive Order 12865,0,model,terminate the national emergency declared in Executive Order 12865,0
13298,03-11713,revokes,12865,executive_order,EO 12865,0,fr_disposition_notes,"Revokes: EO 12865, September 26, 1993; EO 13069, December 12, 1997; EO 13098, August 18, 1998",0
13298,03-11713,revokes,13069,executive_order,EO 13069,0,fr_disposition_notes,"Revokes: EO 12865, September 26, 1993; EO 13069, December 12, 1997; EO 13098, August 18, 1998",0
13298,03-11713,revokes,13098,executive_order,EO 13098,0,fr_disposition_notes,"Revokes: EO 12865, September 26, 1993; EO 13069, December 12, 1997; EO 13098, August 18, 1998",0
13299,03-11969,references,,,creation of IGIA,0,model,"There is established, within the Department of the Interior for administrative purposes, the Interagency Group on Insular Areas (IGIA).",0
13299,03-11969,superseded_by,13537,executive_order,EO 13537,0,fr_disposition_notes,"Superseded by: EO 13537, April 14, 2010",0
13300,03-12071,references,,,Presidential plan of Oct 30 2002,0,model,"The presidential plan announced on October 30, 2002, calls for timely consideration of judicial nominees",0
13301,03-12661,amends,12863,executive_order,EO 12863,0,fr_disposition_notes,"Amends: EO 12863, September 13, 1993; EO 13070, December 15, 1997",0
13301,03-12661,amends,13070,executive_order,EO 13070,0,fr_disposition_notes,"Amends: EO 12863, September 13, 1993; EO 13070, December 15, 1997",0
13301,03-12661,references,13376,executive_order,EO 13376,0,fr_disposition_notes,"See: EO 13376, April 13, 2005",0
13302,03-12766,amends,13212,executive_order,Executive Order 13212,0,model,Section 1. Amendments to Executive Order 13212.,0
13302,03-12766,amends,13212,executive_order,EO 13212,0,fr_disposition_notes,"Amends: EO 13212, May 18, 2001",0
13303,03-13412,amended_by,13364,executive_order,EO 13364,0,fr_disposition_notes,"Amended by: EO 13364, November 29, 2004;",0
13303,03-13412,references,12722,executive_order,EO 12722,0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,12724,executive_order,EO 12724,0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,13290,executive_order,EO 13290,0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,13315,executive_order,EO 13315,0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,13350,executive_order,EO 13350,0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,13438,executive_order,EO 13438,0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,,notice,"Notice of May 20, 2004",0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
