eo_number,document_number,kind,detail,created_at
14302,2025-09801,dropped_unverifiable,"shall ... prioritize funding for qualified advanced nuclear technologies through grants, loans, investment capital",2026-09-04T14:00:19+00:00
14302,2025-09801,dropped_unverifiable,shall ... consider nuclear engineering and other nuclear energy-related careers as a priority area for investment,2026-09-04T14:00:19+00:00
14303,2025-09802,dropped_unverifiable,"agency heads shall promptly revoke any organizational or operational changes, designations, or documents that were issued or enacted pursuant to the Presidential Memorandum of January 27, 2021 (Restoring Trust in Government Through Scientific Integrity and Evidence‑Based Policymaking), which was rev",2026-09-04T13:59:15+00:00
14303,2025-09802,dropped_unverifiable,references EO 14154,2026-09-04T13:59:15+00:00
14307,2025-10814,dropped_unverifiable,the Secretary of Defense shall expand DIU's Blue UAS List to include all drones and critical drone components ... within 90 days,2026-09-04T14:00:14+00:00
14307,2025-10814,dropped_unverifiable,the Secretary of Defense shall submit a report to the President through the Assistant to the President for National Security Affairs describing any unnecessary barriers to accessing electromagnetic spectrum for conducting UAS training within 90 days,2026-09-04T14:00:14+00:00
14307,2025-10814,dropped_unverifiable,"the Covered Foreign Entity List, as defined in section 1822(1) of the National Defense Authorization Act for Fiscal Year 2024 (Public Law 118-31)",2026-09-04T14:00:14+00:00
14308,2025-11358,dropped_unverifiable,"shall identify, declassify, and make publicly available historical satellite datasets that will advance wildfire prevention and response and improve wildfire prediction and evaluation models",2026-09-04T14:01:04+00:00
14345,2025-17389,dropped_unverifiable,the baseline 15 percent tariff on nearly all Japanese imports entering the United States,2026-09-04T14:06:14+00:00
14349,2025-18479,dropped_unverifiable,references EO 14374,2026-09-04T14:06:09+00:00
14387,2026-03628,dropped_unverifiable,the authority of the President ... is delegated to the Secretary of Agriculture (Secretary) with respect to ensuring a continued and adequate supply of elemental phosphorus and glyphosate‑based herbicides.,2026-09-04T14:11:05+00:00
14394,2026-05388,dropped_unverifiable,shall ... review and revise ... shall consider eliminating ... shall take appropriate action ... shall provide guidance ... shall develop guidance ... shall develop and promulgate ... shall jointly evaluate ... shall also assess,2026-09-04T14:32:58+00:00
14400,2026-06961,dropped_unverifiable,references EO 14322,2026-09-04T14:33:16+00:00
14407,2026-11180,dropped_unverifiable,references EO 14420,2026-09-04T14:33:35+00:00
13312,03-19676,other_without_reason,instrument = 'other' with no reason given,2026-09-04T20:37:49+00:00
13768,2017-02102,other_without_reason,instrument = 'other' with no reason given,2026-09-04T20:37:49+00:00
13870,2019-09750,other_without_reason,instrument = 'other' with no reason given,2026-09-04T20:37:49+00:00
14405,2026-10399,other_without_reason,instrument = 'other' with no reason given,2026-09-04T20:37:49+00:00
12898,94-3685,relationship,FR says amends EO 12250; model says references,2026-09-04T20:37:49+00:00
12917,94-12880,relationship,FR says revokes EO 12779; model says references,2026-09-04T20:37:49+00:00
12959,95-11694,relationship,FR says revokes EO 12613; model says supersedes,2026-09-04T20:37:49+00:00
12959,95-11694,relationship,FR says revokes EO 12957; model says supersedes,2026-09-04T20:37:49+00:00
12990,96-5263,relationship,FR says amends EO 12984; model says supersedes,2026-09-04T20:37:49+00:00
12995,96-7773,relationship,FR says amends EO 12873; model says revokes,2026-09-04T20:37:49+00:00
12995,96-7773,relationship,FR says amends EO 12873; model says revokes,2026-09-04T20:37:49+00:00
12998,96-9033,relationship,FR says amends EO 11880; model says revokes,2026-09-04T20:37:49+00:00
13013,96-20531,relationship,FR says amends EO 10163; model says revokes,2026-09-04T20:37:49+00:00
13023,96-28938,relationship,FR says amends EO 12992; model says references,2026-09-04T20:37:49+00:00
13024,96-29109,relationship,FR says amends EO 12015; model says references,2026-09-04T20:37:49+00:00
13059,97-22482,relationship,FR says revokes EO 12613; model says continues,2026-09-04T20:37:49+00:00
13059,97-22482,relationship,FR says revokes EO 12613; model says continues,2026-09-04T20:37:49+00:00
13059,97-22482,relationship,FR says revokes EO 12957; model says continues,2026-09-04T20:37:49+00:00
13059,97-22482,relationship,FR says revokes EO 12957; model says continues,2026-09-04T20:37:49+00:00
13059,97-22482,relationship,FR says revokes EO 12959; model says continues,2026-09-04T20:37:49+00:00
13059,97-22482,relationship,FR says revokes EO 12959; model says continues,2026-09-04T20:37:49+00:00
13099,98-22940,relationship,FR says amends EO 12947; model says references,2026-09-04T20:37:49+00:00
13118,99-8547,relationship,FR says amends EO 12163; model says revokes,2026-09-04T20:37:49+00:00
13118,99-8547,relationship,FR says amends EO 12163; model says revokes,2026-09-04T20:37:49+00:00
13118,99-8547,relationship,FR says amends EO 12163; model says revokes,2026-09-04T20:37:49+00:00
13118,99-8547,relationship,FR says amends EO 12163; model says revokes,2026-09-04T20:37:49+00:00
13192,01-2138,relationship,FR says amends EO 13088; model says revokes,2026-09-04T20:37:49+00:00
13192,01-2138,relationship,FR says amends EO 13088; model says revokes,2026-09-04T20:37:49+00:00
13192,01-2138,relationship,FR says amends EO 13088; model says revokes,2026-09-04T20:37:49+00:00
13213,01-13381,relationship,FR says amends EO 13194; model says references,2026-09-04T20:37:49+00:00
13284,03-2069,relationship,FR says amends EO 12333; model says references,2026-09-04T20:37:49+00:00
13286,03-5343,relationship,FR says amends EO 13260; model says revokes,2026-09-04T20:37:49+00:00
13286,03-5343,relationship,FR says revokes EO 13260; model says amends,2026-09-04T20:37:49+00:00
13304,03-13694,relationship,FR says amends EO 13219; model says revokes,2026-09-04T20:37:49+00:00
13304,03-13694,relationship,FR says amends EO 13219; model says revokes,2026-09-04T20:37:49+00:00
13310,03-19573,relationship,FR says amends EO 13047; model says revokes,2026-09-04T20:37:49+00:00
13385,05-19993,relationship,FR says continues EO 13231; model says amends,2026-09-04T20:37:49+00:00
13391,05-23412,relationship,FR says amends EO 13288; model says references,2026-09-04T20:37:49+00:00
13391,05-23412,relationship,FR says amends EO 13288; model says references,2026-09-04T20:37:49+00:00
13391,05-23412,relationship,FR says supersedes EO 13288; model says references,2026-09-04T20:37:49+00:00
13391,05-23412,relationship,FR says supersedes EO 13288; model says amends,2026-09-04T20:37:49+00:00
13391,05-23412,relationship,FR says supersedes EO 13288; model says references,2026-09-04T20:37:49+00:00
13462,08-970,relationship,FR says revokes EO 12863; model says continues,2026-09-04T20:37:49+00:00
13462,08-970,relationship,FR says revokes EO 12863; model says continues,2026-09-04T20:37:49+00:00
13462,08-970,relationship,FR says revokes EO 12863; model says continues,2026-09-04T20:37:49+00:00
13467,08-1409,relationship,FR says amends EO 12968; model says references,2026-09-04T20:37:49+00:00
13467,08-1409,relationship,FR says revokes EO 13381; model says continues,2026-09-04T20:37:49+00:00
13470,E8-17940,relationship,FR says amends EO 12333; model says revokes,2026-09-04T20:37:49+00:00
13470,E8-17940,relationship,FR says revokes EO 12333; model says amends,2026-09-04T20:37:49+00:00
13709,2015-25744,relationship,FR says amends EO 10431; model says supersedes,2026-09-04T20:37:49+00:00
13743,2016-25288,relationship,FR says amends EO 12353; model says continues,2026-09-04T20:37:49+00:00
13770,2017-02450,relationship,FR says supersedes EO 13490; model says revokes,2026-09-04T20:37:49+00:00
13804,2017-14992,relationship,FR says amends EO 13761; model says revokes,2026-09-04T20:37:49+00:00
13844,2018-15299,relationship,FR says revokes EO 13519; model says references,2026-09-04T20:37:49+00:00
13846,2018-17068,relationship,FR says supersedes EO 13628; model says revokes,2026-09-04T20:37:49+00:00
13846,2018-17068,relationship,FR says supersedes EO 13628; model says continues,2026-09-04T20:37:49+00:00
13846,2018-17068,relationship,FR says supersedes EO 13716; model says revokes,2026-09-04T20:37:49+00:00
13862,2019-04595,relationship,FR says amends EO 13732; model says revokes,2026-09-04T20:37:49+00:00
13881,2019-15449,relationship,FR says revokes EO 10582; model says supersedes,2026-09-04T20:37:49+00:00
13897,2019-24288,relationship,FR says revokes EO 13495; model says references,2026-09-04T20:37:49+00:00
13906,2020-03556,relationship,FR says amends EO 13803; model says revokes,2026-09-04T20:37:49+00:00
14050,2021-23224,relationship,FR says supersedes EO 13621; model says revokes,2026-09-04T20:37:49+00:00
14090,2022-28474,relationship,FR says supersedes EO 14061; model says revokes,2026-09-04T20:37:49+00:00
14135,2025-00603,relationship,FR says amends EO 13286; model says revokes,2026-09-04T20:37:49+00:00
14146,2025-01759,relationship,FR says revokes EO 13961; model says amends,2026-09-04T20:37:49+00:00
14261,2025-06380,relationship,FR says amends EO 14241; model says references,2026-09-04T20:37:49+00:00
14354,2025-19485,relationship,FR says continues EO 14109; model says supersedes,2026-09-04T20:37:49+00:00
12892,94-1532,ungrounded_agencies_tasked,The Secretary of Housing and Urban Development shall be authorized to request from any executive agency such information and assistance,2026-09-04T20:37:49+00:00
12905,94-7635,ungrounded_agencies_tasked,There is established in the Office of the United States Trade Representative (``Trade Representative'' the ``Trade and Environment Policy Advisory Committee'' (``Committee'')),2026-09-04T20:37:49+00:00
12906,94-9117,ungrounded_agencies_tasked,"Beginning 9 months from the date of this order, each agency shall document all new geospatial data it collects or produces, either directly or indirectly, using the standard under development by the FGDC.",2026-09-04T20:37:49+00:00
12906,94-9117,ungrounded_agencies_tasked,"Within 1 year of the date of this order, each agency shall adopt a plan, in consultation with the FGDC, establishing procedures to make geospatial data available to the public, to the extent permitted by law, current policies, and relevant OMB circulars.",2026-09-04T20:37:49+00:00
12918,94-13391,ungrounded_agencies_tasked,"The sale or supply to Rwanda ... of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, and spare parts, irrespective of origin.",2026-09-04T20:37:49+00:00
12926,94-22969,ungrounded_agencies_tasked,The Secretary of Defense is directed to work with the appropriate State elections authorities in each State to develop procedures for persons to register to vote at Armed Forces recruitment offices,2026-09-04T20:37:49+00:00
12928,94-23453,ungrounded_agencies_tasked,"Director of the OSDBU “be responsible only to, and report directly to, the head of such agency”",2026-09-04T20:37:49+00:00
12963,95-14983,ungrounded_agencies_tasked,"any functions of the President under the Federal Advisory Committee Act that are applicable to the Advisory Council, except that of reporting annually to the Congress, shall be performed by the Department of Health and Human Services.",2026-09-04T20:37:49+00:00
12963,95-14983,ungrounded_agencies_tasked,"This order is intended only to improve the internal management of the executive branch, and it is not intended to create any right, benefit, or trust responsibility, substantive or procedural, enforceable at law or equity by a party against the United States, its agencies, its officers, or any perso",2026-09-04T20:37:49+00:00
12983,95-31437,ungrounded_agencies_tasked,"Members of the Council shall serve without compensation for their work on the Council, but may be allowed travel expenses, including per diem in lieu of subsistence, as authorized by law.",2026-09-04T20:37:49+00:00
12989,96-3646,ungrounded_agencies_tasked,contracting agencies should not contract with employers that have not complied with section 274A(a)(1)(A) and 274A(a)(2) of the Immigration and Nationality Act (the “INA employment provisions”),2026-09-04T20:37:49+00:00
13007,96-13597,ungrounded_agencies_tasked,accommodate access to and ceremonial use of Indian sacred sites ... and avoid adversely affecting the physical integrity of such sacred sites,2026-09-04T20:37:49+00:00
13021,96-27352,ungrounded_agencies_tasked,The Board shall meet at least annually to provide advice and consultation on tribal colleges and relevant Federal and private sector activities.,2026-09-04T20:37:49+00:00
13076,98-5119,ungrounded_agencies_tasked,"I hereby authorize the Secretary of Defense, and the Secretary of Transportation ... to order to active duty any units, and any individual members of the Selected Reserve.",2026-09-04T20:37:49+00:00
13076,98-5119,ungrounded_agencies_tasked,"I hereby authorize the Secretary of Defense, and the Secretary of Transportation ... to order to active duty any units, and any individual members of the Selected Reserve.",2026-09-04T20:37:49+00:00
13096,98-21643,ungrounded_agencies_tasked,The Department of the Interior shall provide appropriate administrative services and staff support to the Task Force.,2026-09-04T20:37:49+00:00
13115,99-7999,ungrounded_agencies_tasked,The Secretary of Transportation shall select from among Task Force members a Chair and Vice Chair for the Task Force.,2026-09-04T20:37:49+00:00
13123,99-14633,ungrounded_agencies_tasked,"Within 120 days of this order, the Director of OMB shall: develop and issue guidance to agency budget officers on preparation of annual funding requests associated with the implementation of the order for the FY 2001 budget",2026-09-04T20:37:49+00:00
13123,99-14633,ungrounded_agencies_tasked,"Within 180 days of this order, the Secretary of Energy, in collaboration with other agency heads, shall: issue guidelines to assist agencies in measuring energy per square foot, per unit of production, or other applicable unit in industrial, laboratory, research, and other energy‑intensive facilitie",2026-09-04T20:37:49+00:00
13123,99-14633,ungrounded_agencies_tasked,"Within 1 year of this order, the Secretary of Energy, in collaboration with other agency heads, shall: provide guidance for counting renewable and highly efficient energy projects and purchases of electricity from renewable and highly efficient energy sources toward agencies' progress",2026-09-04T20:37:49+00:00
13128,99-16634,ungrounded_agencies_tasked,"The Departments of State, Defense, Commerce, and Energy, and other agencies, as appropriate, are authorized to carry out, consistent with the Act and in accordance with subsequent directives, appropriate functions that are not otherwise assigned in the Act and are necessary to implement the provisio",2026-09-04T20:37:49+00:00
13139,99-26078,ungrounded_agencies_tasked,The Commissioner shall expeditiously review the waiver request and certify to the Assistant to the President for National Security Affairs (APNSA) and the Assistant to the President for Science and Technology (APST) whether the standards and criteria ... have been adequately addressed.,2026-09-04T20:37:49+00:00
13139,99-26078,ungrounded_agencies_tasked,The DoD shall provide ongoing training and health risk communication on the requirements of using an investigational drug ... to all military personnel.,2026-09-04T20:37:49+00:00
13139,99-26078,ungrounded_agencies_tasked,the DoD offices responsible for implementing the waiver ... will conduct an ongoing review and monitoring to assess adherence to the standards and criteria.,2026-09-04T20:37:49+00:00
13181,00-33004,ungrounded_agencies_tasked,"On an annual basis, the Department of Justice, in consultation with the Department of Health and Human Services, shall provide to the President ... a report",2026-09-04T20:37:49+00:00
13191,01-2014,ungrounded_agencies_tasked,"The Committee, after consultation with the Commissioner, is authorized to exercise the authority vested in the President under section 112(b)(6) of the AGOA ... to consult with beneficiary sub‑Saharan African countries and to determine which ... textile and apparel goods shall be treated as being ha",2026-09-04T20:37:49+00:00
13230,01-26339,ungrounded_agencies_tasked,"Executive branch departments and agencies, to the extent permitted by law and practicable, shall provide any appropriate information requested by the Commission or the staff of the Initiative.",2026-09-04T20:37:49+00:00
13287,03-05344,ungrounded_agencies_tasked,"No later than June 30, 2003, the head of each agency shall designate a senior policy level official to have policy oversight responsibility for the agency's historic preservation program and notify the Council and the Secretary.",2026-09-04T20:37:49+00:00
13303,03-13412,ungrounded_agencies_tasked,"the Development Fund for Iraq, and all Iraqi petroleum and petroleum products, and interests therein",2026-09-04T20:37:49+00:00
13313,03-20013,ungrounded_agencies_tasked,"The Secretary of State shall submit the following reports: 2. Report on Bosnia and U.S. Forces in NATO‑Led Stabilization Force (SFOR), consistent with section 7(b) of Public Law 105-174 and section 1203(a) of Public Law 105-261;",2026-09-04T20:37:49+00:00
13313,03-20013,ungrounded_agencies_tasked,"The Secretary of Commerce shall submit the Report on the National Emergency Caused by the Lapse of the Export Administration Act of 1979, Executive Order 13222, consistent with section 401(c) of the National Emergencies Act, 50 U.S.C. 1641(c), and section 204(c) of the International Emergency Econom",2026-09-04T20:37:49+00:00
13330,04-4451,ungrounded_agencies_tasked,"There is hereby established, within the Department of Transportation for administrative purposes, the “Interagency Transportation Coordinating Council on Access and Mobility”.",2026-09-04T20:37:49+00:00
13365,04-27076,ungrounded_agencies_tasked,"""The Department of Defense Joint Service Committee (JSC) on Military Justice reviews the Manual for Courts-Martial and proposes amendments to the Department of Defense for consideration by the President on an annual basis.""",2026-09-04T20:37:49+00:00
13397,06-2362,ungrounded_agencies_tasked,The Secretary shall consult with the Director of the White House Office of Faith- Based and Community Initiatives (WHOFBCI Director) prior to making such appointment.,2026-09-04T20:37:49+00:00
13410,06-7220,ungrounded_agencies_tasked,"Each agency shall make available (or provide for the availability) to the beneficiaries or enrollees … the prices that it, its health insurance issuers, or its health insurance plans pay for procedures to providers in the health care program.",2026-09-04T20:37:49+00:00
13419,06-9895,ungrounded_agencies_tasked,"review the funding and activities of the Federal Government relating to aeronautics R&D; recommend to the President, the Director of the Office of Management and Budget, and the heads of executive departments and agencies, as appropriate, such actions ...",2026-09-04T20:37:49+00:00
13423,07-374,ungrounded_agencies_tasked,within 30 days after the date of this order designate a senior civilian officer ... to be responsible for implementation of this order within the agency,2026-09-04T20:37:49+00:00
13423,07-374,ungrounded_agencies_tasked,"not later than January 1 of each year through and including 2010, the Secretary of Defense shall submit ... a report",2026-09-04T20:37:49+00:00
13443,07-4115,ungrounded_agencies_tasked,"Establish short and long term goals, in cooperation with State and tribal governments, to foster healthy and productive populations of game species and appropriate opportunities for the public to hunt those species;",2026-09-04T20:37:49+00:00
13465,08-1348,ungrounded_agencies_tasked,"shall administer and enforce this order; and may, after consultation to the extent appropriate with the Secretary of Defense, the Secretary of Labor, the Administrator of General Services, the Administrator of the National Aeronautics and Space Administration, the Administrator for Federal Procureme",2026-09-04T20:37:49+00:00
13472,E8-21651,ungrounded_agencies_tasked,"provide a copy of its order of succession to the Counsel to the President, the Assistant to the President for Homeland Security and Counterterrorism, and the Director of OMB",2026-09-04T20:37:49+00:00
13486,E9-818,ungrounded_agencies_tasked,"The Working Group shall consist exclusively of the following members: the Secretary of State; the Secretary of Defense, who shall be a Co‑Chair… the Attorney General; the Secretary of Agriculture; the Secretary of Commerce; the Secretary of Health and Human Services, who shall be a Co‑Chair… the Sec",2026-09-04T20:37:49+00:00
13502,E9-3113,ungrounded_agencies_tasked,"Within 120 days of the date of this order, the Federal Acquisition Regulatory Council (FAR Council) shall take whatever action is required to amend the Federal Acquisition Regulation",2026-09-04T20:37:49+00:00
13502,E9-3113,ungrounded_agencies_tasked,"shall provide the President within 180 days of this order, recommendations about whether broader use of project labor agreements would help promote economical, efficient, and timely completion of projects",2026-09-04T20:37:49+00:00
13515,E9-25268,ungrounded_agencies_tasked,"Members of the Commission shall serve without compensation, but shall be allowed travel expenses, including per diem in lieu of subsistence, as authorized by law.",2026-09-04T20:37:49+00:00
13516,E9-26408,ungrounded_agencies_tasked,(c) forward to the Attorney General information concerning intelligence activities that involve possible violations of Federal criminal laws or otherwise implicate the authority of the Attorney General;',2026-09-04T20:37:49+00:00
13618,2012-17022,ungrounded_agencies_tasked,"The Secretary of Homeland Security shall establish an Executive Committee Joint Program Office (JPO) to provide full‑time, expert, and administrative support for the Executive Committee's performance of its responsibilities.",2026-09-04T20:37:49+00:00
13622,2012-19055,ungrounded_agencies_tasked,"The Secretary of State, in consultation with the Secretary of Treasury, ... is hereby authorized to impose on a person the sanctions described",2026-09-04T20:37:49+00:00
13624,2012-22030,ungrounded_agencies_tasked,"The Departments of Energy, Commerce, and Agriculture, and the Environmental Protection Agency, shall coordinate policies to encourage investment in industrial efficiency",2026-09-04T20:37:49+00:00
13625,2012-22062,ungrounded_agencies_tasked,"The Departments of Veterans Affairs and Defense shall jointly develop and implement a national suicide prevention campaign … This 12‑month campaign, which shall begin on September 1, 2012",2026-09-04T20:37:49+00:00
13627,2012-24374,ungrounded_agencies_tasked,"Not later than 1 year after the date of this order, the member agencies of the President's Interagency Task Force to Monitor and Combat Trafficking in Persons (PITF) ... shall jointly establish a process for evaluating and identifying ... industries or sectors ... with a history ... of trafficking‑r",2026-09-04T20:37:49+00:00
13627,2012-24374,ungrounded_agencies_tasked,"The Administrator for Federal Procurement Policy shall: (1) in consultation with appropriate management councils, provide guidance to agencies on developing appropriate internal procedures and controls for awarding and administering Federal contracts to improve monitoring of and compliance with acti",2026-09-04T20:37:49+00:00
13636,2013-03915,ungrounded_agencies_tasked,"within 90 days of publication of the final Framework, agencies ... shall propose prioritized, risk‑based, efficient, and coordinated actions ... to mitigate cyber risk",2026-09-04T20:37:49+00:00
13673,2014-18561,ungrounded_agencies_tasked,the Director of the Office of Management and Budget shall work with the Administrator of General Services to include in the Federal Awardee Performance and Integrity Information System information provided by contractors,2026-09-04T20:37:49+00:00
13703,2015-19209,ungrounded_agencies_tasked,"Within 100 days of the date of this order, the Secretary of State shall submit to ONAP and OMB recommendations for improving the Government-wide response to the domestic HIV/AIDS epidemic.",2026-09-04T20:37:49+00:00
13703,2015-19209,ungrounded_agencies_tasked,"Within 100 days of the date of this order, the Chair of the Commission shall submit to ONAP and OMB recommendations for increasing employment opportunities for people living with HIV.",2026-09-04T20:37:49+00:00
13703,2015-19209,ungrounded_agencies_tasked,The Director of ONAP shall annually report to the President on the implementation of the Updated Strategy.,2026-09-04T20:37:49+00:00
13706,2015-22998,ungrounded_agencies_tasked,"Paid sick leave earned under this order may be used by an employee for an absence resulting from: (i) physical or mental illness, injury, or medical condition; (ii) obtaining diagnosis, care, or preventive care from a health care provider; (iii) caring for a child, a parent, a spouse, a domestic par",2026-09-04T20:37:49+00:00
13707,2015-23630,ungrounded_agencies_tasked,"Executive departments and agencies (agencies) are encouraged to: (i) identify policies, programs, and operations where applying behavioral science insights may yield substantial improvements in welfare, program outcomes, and program cost effectiveness;",2026-09-04T20:37:49+00:00
13725,2016-09346,ungrounded_agencies_tasked,"Not later than 30 days from the date of this order, agencies shall submit to the Director of the National Economic Council an initial list of actions.",2026-09-04T20:37:49+00:00
13725,2016-09346,ungrounded_agencies_tasked,"Not later than 60 days from the date of this order, agencies shall report to the President, through the Director of the National Economic Council, recommendations on agency-specific actions.",2026-09-04T20:37:49+00:00
13725,2016-09346,ungrounded_agencies_tasked,"This order is not intended to, and does not, create any right or benefit, substantive or procedural, enforceable at law by any party against the United States.",2026-09-04T20:37:49+00:00
13733,2016-17945,ungrounded_agencies_tasked,"The functions of the President under section 915(d) of the Act are assigned to the Administrator of the United States Agency for International Development, in consultation with the Secretary of State and the United States Trade Representative.",2026-09-04T20:37:49+00:00
13767,2017-02095,ungrounded_agencies_tasked,"the Secretary, within 90 days of the date of this order, shall submit to the President a report on the progress of the directives contained in this order",2026-09-04T20:37:49+00:00
13788,2017-08311,ungrounded_agencies_tasked,"Within 150 days of the date of this order, the heads of all agencies shall: assess the monitoring of, enforcement of, implementation of, and compliance with Buy American Laws within their agencies;",2026-09-04T20:37:49+00:00
13793,2017-08990,ungrounded_agencies_tasked,"Within 45 days of the date of this order, the Secretary shall establish in the VA the Office of Accountability and Whistleblower Protection",2026-09-04T20:37:49+00:00
13796,2017-09156,ungrounded_agencies_tasked,The Secretary of Commerce and the United States Trade Representative (USTR) shall conduct comprehensive performance reviews of:,2026-09-04T20:37:49+00:00
13798,2017-09574,ungrounded_agencies_tasked,"The Secretary of the Treasury, the Secretary of Labor, and the Secretary of Health and Human Services shall consider issuing amended regulations ... to address conscience-based objections to the preventive-care mandate.",2026-09-04T20:37:49+00:00
13800,2017-10004,ungrounded_agencies_tasked,"within 60 days of receipt of the agency risk management reports outlined in subsection (c)(ii) of this section, shall submit to the President ... the determination; and a plan to:",2026-09-04T20:37:49+00:00
13800,2017-10004,ungrounded_agencies_tasked,"provide a report to the President ... within 180 days of the date of this order, that includes the authorities and capabilities identified pursuant to subsection (b)(i) of this section; the results of the engagement ...; and findings and recommendations.",2026-09-04T20:37:49+00:00
13800,2017-10004,ungrounded_agencies_tasked,"shall provide a report to the President, through the Assistant to the President for National Security Affairs and the Assistant to the President for Homeland Security and Counterterrorism, on cybersecurity risks facing the defense industrial base ... within 90 days of the date of this order.",2026-09-04T20:37:49+00:00
13800,2017-10004,ungrounded_agencies_tasked,"shall jointly submit a report to the President, through the Assistant to the President for National Security Affairs and the Assistant to the President for Homeland Security and Counterterrorism, on the Nation's strategic options for deterring adversaries and better protecting the American people fr",2026-09-04T20:37:49+00:00
13800,2017-10004,ungrounded_agencies_tasked,"shall submit reports to the President ... within 45 days of the date of this order, on their international cybersecurity priorities.",2026-09-04T20:37:49+00:00
13800,2017-10004,ungrounded_agencies_tasked,"shall provide a report to the President, through the Assistant to the President for Homeland Security and Counterterrorism, documenting an engagement strategy for international cooperation in cybersecurity ... within 90 days of the submission of the reports.",2026-09-04T20:37:49+00:00
13815,2017-23630,ungrounded_agencies_tasked,the Secretary of State and the Secretary of Homeland Security shall continue to assess and address any risks ...,2026-09-04T20:37:49+00:00
13815,2017-23630,ungrounded_agencies_tasked,the Secretary of State and the Secretary of Homeland Security shall continue to assess and address any risks ...,2026-09-04T20:37:49+00:00
13821,2018-00553,ungrounded_agencies_tasked,"Ninety days after the date of this order, and on a quarterly basis thereafter, the Administrator shall prepare and provide to the Director of the Office of Management and Budget an aggregated summary report",2026-09-04T20:37:49+00:00
13838,2018-11936,ungrounded_agencies_tasked,Agencies shall modify existing authorizations and solicitations for contracts or contract‑like instruments ... by removing clauses requiring compliance with Executive Order 13658 as soon as practicable and consistent with applicable law.,2026-09-04T20:37:49+00:00
13838,2018-11936,ungrounded_agencies_tasked,"Nothing in this order shall be construed to impair or otherwise affect the authority granted by law to an executive department or agency, or the functions of the Director of the Office of Management and Budget.",2026-09-04T20:37:49+00:00
13838,2018-11936,ungrounded_agencies_tasked,"This order is not intended to, and does not, create any right or benefit, substantive or procedural, enforceable at law or in equity by any party.",2026-09-04T20:37:49+00:00
13839,2018-11939,ungrounded_agencies_tasked,"Within 15 months of the adoption of any final rules, the OPM Director shall submit to the President a report",2026-09-04T20:37:49+00:00
13858,2019-01426,ungrounded_agencies_tasked,"Within 90 days of the date of this order, the head of each executive department and agency (agency) administering a covered program shall encourage recipients of new Federal financial assistance awards to use iron and aluminum as well as steel, cement, and other manufactured products produced in the",2026-09-04T20:37:49+00:00
13858,2019-01426,ungrounded_agencies_tasked,"Within 120 days of the date of this order, the head of each agency administering a covered program shall identify in a report to the President any tools, techniques, terms, or conditions that could be used to maximize the use of iron and aluminum as well as steel, cement, and other manufactured prod",2026-09-04T20:37:49+00:00
13864,2019-05934,ungrounded_agencies_tasked,expand and update annually the College Scorecard ... with program-level data ... estimated median earnings; median Stafford loan debt; student loan default rate and repayment rate,2026-09-04T20:37:49+00:00
13864,2019-05934,ungrounded_agencies_tasked,expand and update annually the College Scorecard ... with institution-level data ... student loan default rate and repayment rate; Graduate PLUS default rate and repayment rate; Parent PLUS default rate and repayment rate,2026-09-04T20:37:49+00:00
13864,2019-05934,ungrounded_agencies_tasked,"Based on that information, the Secretary shall publish a compilation of research results that addresses: (i) how some States and institutions have better facilitated successful transfer of credits and degree completion by transfer students; (ii) how States and institutions can increase access to dua",2026-09-04T20:37:49+00:00
13865,2019-06325,ungrounded_agencies_tasked,"The Secretary of Homeland Security shall: (vii) in coordination with the Secretaries of Defense and Energy, and informed by intelligence‑based threat assessments, develop quadrennial risk assessments on EMPs, with the first risk assessment delivered within 1 year of the date of this order.",2026-09-04T20:37:49+00:00
13873,2019-10538,ungrounded_agencies_tasked,The Secretary of Homeland Security shall produce a written assessment within 80 days of the date of this order,2026-09-04T20:37:49+00:00
13875,2019-13175,ungrounded_agencies_tasked,"The head of each agency shall submit to the Director on or before August 1, 2019: a recommendation ... and a detailed plan",2026-09-04T20:37:49+00:00
13904,2020-02439,ungrounded_agencies_tasked,"The Secretary of Homeland Security, through the Commissioner of CBP, shall consider appropriate measures, consistent with applicable law, to ensure that express consignment operators, carriers, hub facilities, and licensed customs brokers cease to facilitate business activity that requires an import",2026-09-04T20:37:49+00:00
13909,2020-06161,ungrounded_agencies_tasked,the Secretary of Health and Human Services for all health and medical resources needed to respond to the spread of COVID-19,2026-09-04T20:37:49+00:00
13921,2020-10315,ungrounded_agencies_tasked,"Within 90 days of the date of this order, the Secretary of Commerce, acting through the Administrator of NOAA, shall issue ... a notice of proposed rulemaking",2026-09-04T20:37:49+00:00
13921,2020-10315,ungrounded_agencies_tasked,"Within 90 days of the date of this order, the Secretary of the Army ... shall develop and propose for public comment ... a proposed United States Army Corps of Engineers nationwide permit authorizing finfish aquaculture activities",2026-09-04T20:37:49+00:00
13923,2020-10993,ungrounded_agencies_tasked,The Forced Labor Enforcement Task Force (Task Force) is hereby established to monitor United States enforcement of the prohibition under section 307 of the Tariff Act of 1930.,2026-09-04T20:37:49+00:00
13926,2020-12430,ungrounded_agencies_tasked,"The Secretary and the Secretary of the Treasury shall, in consultation with the Assistant to the President for National Security Affairs, develop recommendations to prioritize the appropriate use of economic tools to advance international religious freedom",2026-09-04T20:37:49+00:00
